product_id,product_name,product_description,product_version,category_id,warranty_period
675,Fix San,Robust multimedia firmware,673,10,+00-03
692,Sonair,Multi-tiered systemic hub,85,10,+00-03
699,Keylex,Multi-layered reciprocal interface,97,10,+00-03
716,Regrant,Networked mobile encryption,406,10,+00-03
730,Subin,Automated foreground migration,309,10,+00-03
828,Domainer,Grass-roots optimal analyzer,42,10,+00-03
851,Holdlamis,Open-architected transitional hardware,391,10,+00-03
854,Otcom,Enterprise-wide transitional throughput,665,10,+00-03
873,Flowdesk,Compatible contextually-based ability,612,10,+00-03
882,Tresom,Automated web-enabled toolset,95,10,+00-03
936,Gembucket,Re-engineered reciprocal model,87,10,+00-03
939,Toughjoyfax,Enterprise-wide next generation matrix,83,10,+00-03
980,Bitchip,Customizable uniform access,200,10,+00-03
993,Span,Extended foreground Graphic Interface,78,10,+00-03
996,Matsoft,Digitized neutral Graphical User Interface,74,10,+00-03
998,Sonsing,Secured background encryption,163,10,+00-03
3,Veribet,Function-based value-added focus group,45,11,+20-00
26,Subin,Visionary zero administration strategy,20,11,+20-00
46,Veribet,Down-sized human-resource matrices,48,11,+20-00
60,Alpha,Versatile optimal website,87,11,+20-00
67,Voltsillam,Streamlined empowering implementation,897,11,+20-00
69,Solarbreeze,Monitored 6th generation initiative,28,11,+20-00
139,Solarbreeze,Organized solution-oriented initiative,783,11,+20-00
229,Tampflex,Up-sized executive focus group,65,11,+20-00
236,Fintone,Organic grid-enabled strategy,15,11,+20-00
239,Otcom,Automated exuding time-frame,287,11,+20-00
357,Zontrax,Digitized human-resource open architecture,18,11,+20-00
364,Namfix,Streamlined stable internet solution,21,11,+20-00
377,Stim,Phased hybrid matrices,30,11,+20-00
391,Greenlam,Team-oriented national framework,784,11,+20-00
396,Zamit,Operative stable firmware,295,11,+20-00
403,It,Versatile homogeneous analyzer,835,11,+20-00
426,Job,Team-oriented 24/7 orchestration,48,11,+20-00
437,Tresom,Cloned non-volatile benchmark,133,11,+20-00
440,Job,Phased regional function,688,11,+20-00
445,Fixflex,Ameliorated web-enabled migration,773,11,+20-00
470,Y-Solowarm,Down-sized attitude-oriented infrastructure,86,11,+20-00
492,Temp,Object-based 3rd generation project,868,11,+20-00
512,Regrant,Open-architected web-enabled framework,336,11,+20-00
514,Konklux,Versatile methodical framework,76,11,+20-00
542,Flowdesk,Reverse-engineered directional process improvement,852,11,+20-00
545,Y-Solowarm,Upgradable non-volatile support,18,11,+20-00
569,Solarbreeze,Balanced next generation product,98,11,+20-00
647,Wrapsafe,Object-based asynchronous monitoring,74,11,+20-00
747,Cardify,Persevering hybrid database,83,11,+20-00
749,Home Ing,Function-based coherent software,35,11,+20-00
768,Sub-Ex,Enterprise-wide zero defect initiative,727,11,+20-00
775,Tin,Secured tangible moratorium,85,11,+20-00
810,Regrant,Focused system-worthy emulation,114,11,+20-00
842,Holdlamis,Horizontal impactful paradigm,41,11,+20-00
852,Ventosanzap,Multi-channelled contextually-based solution,181,11,+20-00
855,Stringtough,Profound radical capability,804,11,+20-00
903,Aerified,Quality-focused foreground algorithm,513,11,+20-00
937,Zamit,Expanded heuristic throughput,46,11,+20-00
976,Matsoft,Multi-tiered impactful support,13,11,+20-00
981,Stim,Persistent optimizing analyzer,58,11,+20-00
5,Treeflex,Cross-platform mission-critical interface,504,12,+00-09
50,Mat Lam Tam,Expanded system-worthy groupware,92,12,+00-09
149,Tin,Front-line 3rd generation adapter,57,12,+00-09
165,Bitchip,De-engineered solution-oriented complexity,91,12,+00-09
167,Konklab,Ergonomic well-modulated productivity,78,12,+00-09
182,Tres-Zap,Managed solution-oriented analyzer,166,12,+00-09
195,Latlux,Enterprise-wide holistic application,302,12,+00-09
197,Aerified,Automated optimizing approach,214,12,+00-09
243,Cookley,Fully-configurable composite concept,92,12,+00-09
284,Y-Solowarm,Customizable regional circuit,365,12,+00-09
309,Zathin,Horizontal real-time capability,66,12,+00-09
329,Ronstring,Phased uniform artificial intelligence,49,12,+00-09
340,Trippledex,Phased homogeneous middleware,377,12,+00-09
345,Aerified,Optimized intermediate productivity,959,12,+00-09
358,Trippledex,Sharable methodical success,64,12,+00-09
372,Daltfresh,Profound contextually-based analyzer,17,12,+00-09
374,Tampflex,Fully-configurable multi-tasking customer loyalty,574,12,+00-09
409,Voltsillam,Stand-alone homogeneous superstructure,17,12,+00-09
413,Bitchip,Distributed discrete complexity,60,12,+00-09
457,Sonair,Devolved well-modulated core,38,12,+00-09
488,Domainer,Digitized global firmware,44,12,+00-09
543,Prodder,Triple-buffered disintermediate matrix,32,12,+00-09
563,Zathin,Cloned grid-enabled infrastructure,220,12,+00-09
579,Tempsoft,Customizable intermediate migration,86,12,+00-09
586,Viva,Universal radical strategy,22,12,+00-09
594,Tampflex,User-centric asymmetric encryption,78,12,+00-09
623,Biodex,Synergized hybrid portal,838,12,+00-09
629,Vagram,Managed radical software,576,12,+00-09
632,Zoolab,Balanced high-level budgetary management,730,12,+00-09
637,Bytecard,Reactive empowering circuit,21,12,+00-09
666,Lotlux,User-centric full-range model,35,12,+00-09
673,Bitchip,Enterprise-wide asynchronous firmware,254,12,+00-09
719,Tresom,Face to face object-oriented productivity,470,12,+00-09
721,Cardguard,Public-key explicit analyzer,85,12,+00-09
739,Zaam-Dox,Self-enabling transitional concept,48,12,+00-09
759,Temp,Distributed value-added paradigm,21,12,+00-09
761,Bigtax,Phased bottom-line hardware,26,12,+00-09
803,Hatity,Self-enabling maximized collaboration,42,12,+00-09
806,Namfix,Mandatory regional collaboration,37,12,+00-09
820,It,Automated national installation,20,12,+00-09
850,Tres-Zap,Realigned intermediate superstructure,92,12,+00-09
878,Duobam,Front-line non-volatile migration,130,12,+00-09
886,Toughjoyfax,Managed stable success,21,12,+00-09
887,Flexidy,Inverse disintermediate interface,521,12,+00-09
921,Tin,Centralized homogeneous function,45,12,+00-09
55,Wrapsafe,Inverse 3rd generation success,34,13,+03-00
79,Tres-Zap,Multi-tiered mission-critical instruction set,109,13,+03-00
89,Stringtough,Streamlined fresh-thinking strategy,66,13,+03-00
119,Zontrax,Pre-emptive optimal pricing structure,255,13,+03-00
127,Fintone,Configurable high-level implementation,97,13,+03-00
128,Greenlam,Reactive radical throughput,92,13,+03-00
136,Domainer,Optimized well-modulated encryption,43,13,+03-00
147,Biodex,Enhanced attitude-oriented forecast,443,13,+03-00
155,Cardguard,Configurable executive secured line,74,13,+03-00
185,Regrant,Enterprise-wide hybrid artificial intelligence,24,13,+03-00
230,Bytecard,Multi-layered fault-tolerant paradigm,59,13,+03-00
247,Namfix,Inverse high-level infrastructure,893,13,+03-00
263,Konklux,Devolved 3rd generation task-force,697,13,+03-00
268,Aerified,Synergistic user-facing benchmark,16,13,+03-00
303,Treeflex,Programmable incremental capability,709,13,+03-00
306,Bytecard,Realigned zero administration productivity,40,13,+03-00
308,Bitwolf,Cloned discrete orchestration,663,13,+03-00
322,Ronstring,Progressive needs-based migration,291,13,+03-00
326,Bytecard,Function-based scalable open system,251,13,+03-00
327,Zontrax,Operative optimal archive,704,13,+03-00
366,Tres-Zap,Up-sized upward-trending customer loyalty,670,13,+03-00
400,Zoolab,Extended mobile interface,457,13,+03-00
401,Rank,Networked methodical time-frame,642,13,+03-00
405,Bamity,Networked discrete encryption,54,13,+03-00
411,Sub-Ex,Stand-alone asynchronous array,522,13,+03-00
478,Konklab,Pre-emptive static secured line,863,13,+03-00
532,Transcof,Optional didactic budgetary management,537,13,+03-00
533,Span,Adaptive client-driven encoding,30,13,+03-00
596,Tres-Zap,Re-engineered national knowledge user,22,13,+03-00
603,Tres-Zap,Proactive tertiary strategy,141,13,+03-00
616,Trippledex,Triple-buffered demand-driven hub,11,13,+03-00
628,Tampflex,Universal global encoding,68,13,+03-00
633,Veribet,Enhanced optimizing concept,960,13,+03-00
639,Span,Optional zero defect protocol,962,13,+03-00
642,Fix San,Pre-emptive homogeneous open system,52,13,+03-00
670,Temp,Streamlined systematic structure,17,13,+03-00
698,Namfix,Ergonomic actuating groupware,339,13,+03-00
733,Hatity,Centralized attitude-oriented process improvement,78,13,+03-00
744,Sonsing,Virtual 24/7 product,20,13,+03-00
756,Lotstring,Team-oriented grid-enabled instruction set,225,13,+03-00
777,Wrapsafe,Profit-focused content-based knowledge user,37,13,+03-00
890,Lotstring,User-friendly grid-enabled collaboration,54,13,+03-00
942,Asoka,Adaptive exuding framework,74,13,+03-00
17,Daltfresh,Monitored systematic interface,46,14,+01-00
34,Span,Organized 4th generation moratorium,48,14,+01-00
65,Mat Lam Tam,Open-source bifurcated knowledge user,85,14,+01-00
80,Zathin,Phased hybrid definition,75,14,+01-00
102,Cardguard,Exclusive optimal framework,38,14,+01-00
115,Domainer,Cross-group actuating strategy,221,14,+01-00
122,Sonsing,Decentralized modular approach,695,14,+01-00
156,Konklux,Operative real-time data-warehouse,63,14,+01-00
174,Cardify,Object-based multi-state extranet,44,14,+01-00
183,Otcom,Public-key tertiary matrices,31,14,+01-00
188,Ronstring,Open-architected 3rd generation implementation,81,14,+01-00
189,Alpha,Synergized mobile interface,816,14,+01-00
215,Domainer,Profound tertiary complexity,691,14,+01-00
223,Prodder,Multi-channelled scalable hub,25,14,+01-00
267,Trippledex,User-centric cohesive capability,947,14,+01-00
271,Kanlam,Self-enabling dynamic framework,66,14,+01-00
274,Bitwolf,Cross-group responsive approach,247,14,+01-00
279,Flexidy,Centralized attitude-oriented process improvement,65,14,+01-00
293,Subin,Intuitive regional paradigm,421,14,+01-00
297,Keylex,Persevering content-based access,81,14,+01-00
305,Veribet,Upgradable scalable projection,953,14,+01-00
335,Bytecard,Decentralized even-keeled artificial intelligence,894,14,+01-00
348,Solarbreeze,Progressive reciprocal definition,53,14,+01-00
406,Voyatouch,Phased asynchronous challenge,50,14,+01-00
433,Gembucket,Total didactic open system,93,14,+01-00
435,Tres-Zap,Right-sized regional artificial intelligence,340,14,+01-00
496,Wrapsafe,Universal local middleware,152,14,+01-00
503,Temp,Inverse exuding complexity,92,14,+01-00
540,Bigtax,Devolved uniform algorithm,92,14,+01-00
556,Alpha,Self-enabling bifurcated extranet,67,14,+01-00
607,Aerified,Switchable tangible interface,214,14,+01-00
648,Asoka,Virtual exuding analyzer,515,14,+01-00
655,Namfix,Seamless directional superstructure,60,14,+01-00
660,Regrant,Diverse foreground archive,70,14,+01-00
661,Sonsing,Advanced attitude-oriented methodology,48,14,+01-00
671,Viva,Proactive maximized system engine,779,14,+01-00
687,Sonsing,Advanced scalable policy,466,14,+01-00
703,Sonsing,Decentralized clear-thinking open architecture,701,14,+01-00
717,Voltsillam,Multi-tiered secondary utilisation,74,14,+01-00
722,Cookley,Horizontal tertiary database,39,14,+01-00
736,Home Ing,Enterprise-wide background challenge,42,14,+01-00
742,Veribet,Business-focused object-oriented methodology,94,14,+01-00
753,Overhold,Enterprise-wide maximized artificial intelligence,17,14,+01-00
782,Alpha,Function-based uniform capability,118,14,+01-00
793,Holdlamis,Multi-channelled maximized pricing structure,62,14,+01-00
795,Konklab,Reverse-engineered demand-driven adapter,30,14,+01-00
805,Aerified,Visionary radical encoding,19,14,+01-00
844,Stronghold,Triple-buffered intermediate definition,13,14,+01-00
884,Bitwolf,Organized value-added ability,89,14,+01-00
912,Overhold,Quality-focused logistical project,84,14,+01-00
917,Veribet,Optional neutral help-desk,900,14,+01-00
935,Hatity,Horizontal secondary ability,16,14,+01-00
943,Job,Decentralized hybrid function,553,14,+01-00
946,Tresom,Business-focused stable utilisation,96,14,+01-00
953,Tin,Enhanced analyzing process improvement,687,14,+01-00
962,Fixflex,Distributed optimal access,321,14,+01-00
964,Alpha,Virtual object-oriented projection,61,14,+01-00
995,Otcom,Quality-focused grid-enabled firmware,122,14,+01-00
1,Konklux,Configurable interactive hub,987,15,+01-00
57,Temp,Intuitive secondary hierarchy,806,15,+01-00
64,Flexidy,User-centric user-facing data-warehouse,337,15,+01-00
83,Y-find,Quality-focused disintermediate implementation,88,15,+01-00
84,Alphazap,Robust web-enabled knowledge base,792,15,+01-00
98,Tres-Zap,Reduced holistic matrices,246,15,+01-00
107,Namfix,Persevering hybrid structure,21,15,+01-00
112,Alpha,Seamless explicit software,548,15,+01-00
114,Holdlamis,Multi-channelled well-modulated info-mediaries,387,15,+01-00
118,Cardify,Devolved motivating emulation,588,15,+01-00
140,Tin,Mandatory well-modulated paradigm,95,15,+01-00
161,Matsoft,Upgradable coherent middleware,14,15,+01-00
163,Namfix,Intuitive holistic initiative,17,15,+01-00
176,Treeflex,Adaptive client-server benchmark,675,15,+01-00
196,Fix San,Monitored optimizing installation,43,15,+01-00
211,Treeflex,Adaptive system-worthy adapter,200,15,+01-00
214,Zamit,User-centric maximized artificial intelligence,50,15,+01-00
217,Sonsing,Organized grid-enabled concept,76,15,+01-00
227,Voltsillam,Integrated transitional open system,91,15,+01-00
252,Vagram,Mandatory zero defect product,18,15,+01-00
253,Bitwolf,Reduced didactic parallelism,472,15,+01-00
260,Toughjoyfax,Inverse stable conglomeration,135,15,+01-00
275,Redhold,Face to face content-based portal,467,15,+01-00
277,Aerified,Multi-tiered holistic functionalities,545,15,+01-00
287,Holdlamis,Re-engineered analyzing software,36,15,+01-00
298,Toughjoyfax,Realigned systemic architecture,798,15,+01-00
304,Flowdesk,Proactive contextually-based collaboration,673,15,+01-00
314,Ventosanzap,Focused stable middleware,93,15,+01-00
316,Transcof,Monitored impactful customer loyalty,81,15,+01-00
323,It,Multi-layered tertiary initiative,31,15,+01-00
324,Pannier,Implemented zero defect product,83,15,+01-00
342,Toughjoyfax,Open-architected 5th generation service-desk,825,15,+01-00
385,Hatity,Cross-platform discrete projection,257,15,+01-00
392,Opela,Reverse-engineered even-keeled initiative,97,15,+01-00
395,Stim,Pre-emptive explicit complexity,95,15,+01-00
410,Mat Lam Tam,Advanced contextually-based protocol,11,15,+01-00
425,Bigtax,Business-focused value-added complexity,186,15,+01-00
494,Bitwolf,Enterprise-wide responsive initiative,73,15,+01-00
501,Hatity,Sharable radical definition,769,15,+01-00
605,Zaam-Dox,Networked stable infrastructure,950,15,+01-00
614,Flowdesk,Centralized national support,952,15,+01-00
615,Rank,Sharable secondary software,933,15,+01-00
617,Zontrax,Robust client-driven support,32,15,+01-00
626,Domainer,Customizable local extranet,88,15,+01-00
644,Andalax,Enhanced 6th generation analyzer,17,15,+01-00
645,Opela,Operative optimizing definition,97,15,+01-00
656,Alpha,Versatile heuristic support,27,15,+01-00
664,Alphazap,Innovative logistical website,10,15,+01-00
679,Kanlam,Multi-layered well-modulated forecast,93,15,+01-00
691,Namfix,Fundamental systemic projection,77,15,+01-00
702,Alpha,Persevering client-driven customer loyalty,68,15,+01-00
735,Span,Seamless optimizing conglomeration,19,15,+01-00
740,Flexidy,Total encompassing superstructure,48,15,+01-00
807,Home Ing,Cross-platform dynamic capacity,494,15,+01-00
823,Bigtax,Automated static solution,26,15,+01-00
866,Tres-Zap,Versatile optimal productivity,44,15,+01-00
889,Y-Solowarm,Phased 24 hour monitoring,392,15,+01-00
891,Transcof,Assimilated methodical task-force,690,15,+01-00
909,Y-find,Down-sized impactful hierarchy,430,15,+01-00
948,Prodder,Optional full-range focus group,723,15,+01-00
991,Temp,Switchable context-sensitive hierarchy,56,15,+01-00
994,Tampflex,Stand-alone upward-trending emulation,33,15,+01-00
15,Home Ing,Phased zero defect adapter,876,16,+00-09
16,Regrant,Cross-platform hybrid neural-net,30,16,+00-09
18,Andalax,Public-key bandwidth-monitored knowledge base,94,16,+00-09
32,Redhold,Programmable radical matrices,626,16,+00-09
43,Holdlamis,Digitized next generation budgetary management,59,16,+00-09
49,Stringtough,Upgradable responsive database,439,16,+00-09
73,Lotstring,Focused 5th generation focus group,272,16,+00-09
101,Fintone,Phased 24/7 framework,891,16,+00-09
103,Quo Lux,Optional optimizing alliance,56,16,+00-09
164,Span,Team-oriented modular standardization,62,16,+00-09
168,Toughjoyfax,Configurable impactful product,602,16,+00-09
184,Alpha,Monitored eco-centric time-frame,195,16,+00-09
206,Tin,Reactive hybrid infrastructure,67,16,+00-09
226,Vagram,Exclusive needs-based architecture,61,16,+00-09
238,Mat Lam Tam,Distributed tangible capacity,242,16,+00-09
250,Duobam,Centralized bottom-line neural-net,45,16,+00-09
270,Treeflex,Profound local concept,500,16,+00-09
292,Cardify,Reverse-engineered intermediate ability,498,16,+00-09
332,Ventosanzap,Focused fresh-thinking ability,46,16,+00-09
352,Voyatouch,Diverse next generation encryption,52,16,+00-09
361,Daltfresh,Function-based optimizing website,94,16,+00-09
368,Zamit,Optional intangible matrices,71,16,+00-09
378,Fixflex,Cross-group impactful extranet,75,16,+00-09
439,Home Ing,Object-based mobile encryption,121,16,+00-09
444,Daltfresh,Universal upward-trending customer loyalty,59,16,+00-09
455,Namfix,Ameliorated static framework,67,16,+00-09
462,Biodex,Realigned maximized support,83,16,+00-09
463,Sub-Ex,Re-engineered explicit encoding,22,16,+00-09
481,Hatity,Advanced systematic utilisation,85,16,+00-09
500,Trippledex,Fully-configurable clear-thinking initiative,546,16,+00-09
507,Sonair,Implemented uniform firmware,36,16,+00-09
517,Matsoft,Grass-roots optimal hub,19,16,+00-09
522,Konklab,Synergistic next generation database,397,16,+00-09
553,Hatity,Decentralized web-enabled analyzer,375,16,+00-09
568,Alphazap,Streamlined real-time project,15,16,+00-09
576,Veribet,Ameliorated tangible local area network,698,16,+00-09
585,Hatity,Open-architected optimizing info-mediaries,373,16,+00-09
591,Stringtough,Triple-buffered responsive contingency,351,16,+00-09
597,Fixflex,Re-contextualized incremental process improvement,61,16,+00-09
598,Lotlux,Upgradable dedicated website,40,16,+00-09
609,Ventosanzap,Inverse dedicated forecast,148,16,+00-09
624,Stronghold,Automated homogeneous matrices,211,16,+00-09
641,Asoka,Devolved didactic success,40,16,+00-09
649,Stringtough,Stand-alone 24 hour superstructure,35,16,+00-09
755,Tin,Exclusive tertiary firmware,14,16,+00-09
800,Zathin,Sharable attitude-oriented adapter,84,16,+00-09
813,Sonsing,Phased object-oriented core,41,16,+00-09
818,Overhold,Inverse even-keeled complexity,54,16,+00-09
825,Stim,Configurable foreground interface,72,16,+00-09
830,Tres-Zap,Team-oriented interactive policy,985,16,+00-09
853,Subin,Cross-platform mission-critical portal,661,16,+00-09
920,Tres-Zap,Realigned holistic analyzer,639,16,+00-09
929,Trippledex,Down-sized local encryption,17,16,+00-09
938,Bitwolf,Organic explicit circuit,61,16,+00-09
947,Vagram,Persistent next generation benchmark,86,16,+00-09
952,Tresom,Synergistic user-facing local area network,713,16,+00-09
957,Transcof,Seamless regional superstructure,23,16,+00-09
963,It,Enhanced directional instruction set,51,16,+00-09
984,Aerified,Phased 5th generation interface,62,16,+00-09
21,Andalax,Configurable multi-state functionalities,38,17,+00-01
25,Alpha,Streamlined directional strategy,217,17,+00-01
37,Alpha,Horizontal object-oriented strategy,87,17,+00-01
41,Bytecard,Robust interactive groupware,988,17,+00-01
63,Konklab,Public-key holistic firmware,90,17,+00-01
71,Flexidy,Visionary methodical throughput,428,17,+00-01
92,Wrapsafe,Expanded 4th generation secured line,998,17,+00-01
100,Redhold,Front-line tertiary migration,471,17,+00-01
105,Duobam,Total zero administration parallelism,33,17,+00-01
120,Konklux,Mandatory asynchronous productivity,86,17,+00-01
130,Treeflex,Intuitive exuding concept,380,17,+00-01
159,Zaam-Dox,Reverse-engineered mobile support,261,17,+00-01
162,Namfix,Streamlined actuating analyzer,225,17,+00-01
216,Sonair,Multi-layered mission-critical neural-net,28,17,+00-01
246,Gembucket,Profit-focused content-based installation,21,17,+00-01
251,Opela,Diverse modular definition,83,17,+00-01
285,Viva,Organized dynamic synergy,24,17,+00-01
301,Kanlam,User-friendly 3rd generation hub,556,17,+00-01
376,Bigtax,Extended responsive implementation,17,17,+00-01
386,Bitwolf,Sharable foreground portal,98,17,+00-01
389,Duobam,Grass-roots intangible product,552,17,+00-01
418,Tempsoft,Inverse dynamic core,827,17,+00-01
423,Home Ing,Organic national focus group,96,17,+00-01
424,Biodex,Reactive mission-critical structure,93,17,+00-01
458,Stim,Stand-alone system-worthy concept,403,17,+00-01
485,Cardify,Synergized zero tolerance support,76,17,+00-01
499,Veribet,Multi-layered asymmetric customer loyalty,89,17,+00-01
502,Ronstring,Total dedicated throughput,41,17,+00-01
521,Temp,Realigned bottom-line process improvement,72,17,+00-01
528,Regrant,Up-sized full-range neural-net,65,17,+00-01
546,Lotstring,Advanced 24 hour project,448,17,+00-01
554,Redhold,Digitized context-sensitive adapter,964,17,+00-01
610,Tin,Pre-emptive didactic access,21,17,+00-01
613,Latlux,Compatible modular projection,97,17,+00-01
635,Subin,Enterprise-wide impactful open system,606,17,+00-01
651,Fintone,Reverse-engineered logistical website,69,17,+00-01
672,Keylex,Cloned radical database,751,17,+00-01
752,Tin,Versatile next generation service-desk,43,17,+00-01
763,Ventosanzap,Streamlined executive pricing structure,11,17,+00-01
770,Alphazap,Adaptive object-oriented workforce,34,17,+00-01
780,Veribet,Future-proofed disintermediate utilisation,94,17,+00-01
858,Daltfresh,Centralized scalable array,166,17,+00-01
876,Ventosanzap,Pre-emptive mobile hub,52,17,+00-01
881,Trippledex,Monitored scalable complexity,921,17,+00-01
899,Bytecard,Automated regional neural-net,430,17,+00-01
900,Bigtax,Compatible exuding synergy,969,17,+00-01
960,Veribet,Assimilated value-added artificial intelligence,96,17,+00-01
967,Toughjoyfax,Universal 3rd generation circuit,880,17,+00-01
968,Y-Solowarm,Horizontal methodical forecast,564,17,+00-01
985,Cardify,Multi-layered optimizing capacity,62,17,+00-01
13,Zontrax,Object-based global challenge,79,18,+01-06
14,Stronghold,Re-engineered mission-critical functionalities,41,18,+01-06
22,Tempsoft,Organic national emulation,847,18,+01-06
42,Lotstring,Organic hybrid hub,41,18,+01-06
51,Gembucket,Quality-focused clear-thinking conglomeration,53,18,+01-06
61,Cardify,Public-key zero administration synergy,98,18,+01-06
72,Konklux,Integrated radical Graphic Interface,821,18,+01-06
96,Daltfresh,Cross-group responsive functionalities,28,18,+01-06
121,Zamit,Progressive systemic website,82,18,+01-06
157,Tampflex,Quality-focused system-worthy portal,75,18,+01-06
169,Rank,Self-enabling motivating definition,708,18,+01-06
220,Holdlamis,Ergonomic methodical functionalities,532,18,+01-06
222,Fintone,Polarised 6th generation concept,60,18,+01-06
262,Hatity,Cloned demand-driven hierarchy,84,18,+01-06
295,Quo Lux,Balanced fresh-thinking interface,349,18,+01-06
310,Overhold,Reduced 24 hour neural-net,40,18,+01-06
317,Fix San,Adaptive high-level toolset,55,18,+01-06
394,Veribet,Face to face homogeneous time-frame,42,18,+01-06
420,Home Ing,Down-sized content-based process improvement,23,18,+01-06
431,Quo Lux,Enterprise-wide composite initiative,67,18,+01-06
465,Otcom,User-friendly zero defect archive,890,18,+01-06
487,Regrant,Cloned fault-tolerant product,522,18,+01-06
489,Cardguard,User-centric clear-thinking access,676,18,+01-06
504,Lotstring,Reactive 24 hour model,612,18,+01-06
509,Bamity,Stand-alone high-level algorithm,699,18,+01-06
535,Matsoft,Synchronised contextually-based customer loyalty,84,18,+01-06
541,Treeflex,Phased regional attitude,77,18,+01-06
557,Opela,User-friendly fresh-thinking instruction set,915,18,+01-06
575,Mat Lam Tam,Balanced secondary utilisation,82,18,+01-06
577,Zathin,Compatible tangible Graphical User Interface,770,18,+01-06
595,Viva,Advanced 24/7 emulation,68,18,+01-06
618,Sub-Ex,User-centric client-server encryption,90,18,+01-06
619,Zoolab,Versatile holistic collaboration,94,18,+01-06
653,Stringtough,Up-sized motivating utilisation,50,18,+01-06
654,Namfix,Fully-configurable impactful workforce,982,18,+01-06
674,Cookley,Programmable directional collaboration,39,18,+01-06
676,Opela,Balanced transitional support,176,18,+01-06
700,Sub-Ex,Grass-roots foreground collaboration,623,18,+01-06
712,Opela,Upgradable needs-based knowledge user,83,18,+01-06
748,Keylex,Future-proofed regional application,141,18,+01-06
765,Daltfresh,Public-key executive strategy,61,18,+01-06
822,Bytecard,Advanced bi-directional migration,345,18,+01-06
836,Solarbreeze,Multi-tiered hybrid core,75,18,+01-06
870,Konklab,Diverse foreground encryption,403,18,+01-06
875,Alphazap,Re-engineered eco-centric access,682,18,+01-06
877,Quo Lux,Team-oriented interactive solution,17,18,+01-06
883,Rank,Profound client-server strategy,759,18,+01-06
894,Lotlux,Adaptive global website,62,18,+01-06
916,Pannier,Organic mobile benchmark,46,18,+01-06
919,Sonair,Re-contextualized asymmetric functionalities,18,18,+01-06
926,Tin,Virtual secondary website,951,18,+01-06
944,Voltsillam,Centralized intangible installation,217,18,+01-06
965,Flexidy,Object-based 24/7 projection,75,18,+01-06
982,Fixflex,Focused dynamic pricing structure,49,18,+01-06
987,Rank,Multi-layered disintermediate moratorium,288,18,+01-06
989,Stronghold,Polarised bottom-line contingency,13,18,+01-06
11,Voyatouch,Advanced composite ability,50,19,+00-00
38,Aerified,Networked empowering standardization,468,19,+00-00
62,Lotlux,Public-key value-added throughput,93,19,+00-00
86,Opela,Realigned logistical function,95,19,+00-00
97,Latlux,Progressive contextually-based capability,13,19,+00-00
117,Trippledex,Open-architected 24/7 emulation,564,19,+00-00
123,Tampflex,Intuitive homogeneous policy,70,19,+00-00
132,Cardify,Front-line systematic leverage,90,19,+00-00
153,Regrant,Extended zero defect leverage,66,19,+00-00
158,Namfix,Open-architected actuating definition,24,19,+00-00
172,Y-find,Ergonomic directional toolset,465,19,+00-00
190,Trippledex,Programmable explicit local area network,50,19,+00-00
210,Overhold,Open-source optimizing strategy,27,19,+00-00
248,Cardify,Assimilated value-added function,10,19,+00-00
290,Otcom,Total responsive internet solution,43,19,+00-00
291,Quo Lux,Balanced high-level process improvement,19,19,+00-00
331,Kanlam,Quality-focused well-modulated support,408,19,+00-00
336,Kanlam,Multi-channelled stable capacity,274,19,+00-00
344,Stim,Right-sized system-worthy definition,247,19,+00-00
356,Opela,De-engineered secondary extranet,27,19,+00-00
365,Bitwolf,Synergized next generation access,402,19,+00-00
434,Transcof,Sharable user-facing synergy,99,19,+00-00
451,Tempsoft,Multi-layered asynchronous flexibility,55,19,+00-00
459,Home Ing,Persevering eco-centric array,934,19,+00-00
472,Fintone,Visionary leading edge core,12,19,+00-00
490,Trippledex,Multi-layered actuating leverage,248,19,+00-00
495,Voltsillam,Focused upward-trending functionalities,987,19,+00-00
550,Voyatouch,Networked disintermediate interface,67,19,+00-00
643,Konklux,Open-architected client-driven flexibility,24,19,+00-00
646,Solarbreeze,Synergized next generation process improvement,54,19,+00-00
652,Cardify,Switchable transitional productivity,295,19,+00-00
677,Holdlamis,Pre-emptive zero defect process improvement,157,19,+00-00
709,Viva,Open-source reciprocal help-desk,61,19,+00-00
710,Solarbreeze,Mandatory stable toolset,43,19,+00-00
758,Tampflex,Monitored web-enabled flexibility,81,19,+00-00
788,Konklab,Fully-configurable cohesive open architecture,585,19,+00-00
808,Redhold,Public-key tertiary concept,910,19,+00-00
809,Gembucket,Open-architected high-level encryption,64,19,+00-00
838,Daltfresh,Horizontal demand-driven superstructure,136,19,+00-00
843,Fixflex,Integrated 24 hour initiative,779,19,+00-00
865,Lotlux,Progressive multi-state hierarchy,303,19,+00-00
908,Home Ing,Robust actuating interface,60,19,+00-00
914,Zathin,Persevering 24 hour functionalities,49,19,+00-00
932,Sonair,Public-key well-modulated collaboration,444,19,+00-00
955,Wrapsafe,Up-sized zero administration capacity,393,19,+00-00
970,Fixflex,Reverse-engineered full-range framework,31,19,+00-00
973,Bigtax,Streamlined next generation alliance,44,19,+00-00
988,Bamity,Optimized leading edge flexibility,44,19,+00-00
990,Cardguard,Synchronised attitude-oriented concept,52,19,+00-00
999,Ventosanzap,Up-sized actuating database,57,19,+00-00
8,Lotlux,Customizable intangible migration,72,20,+00-06
12,Hatity,Versatile actuating secured line,67,20,+00-06
